param_max_depth,param_min_samples_split,param_min_samples_leaf,mean_train_score,mean_test_score,std_test_score,rank_test_score,RMSE_train_CV,RMSE_validacion_CV
,10,2,-0.29284793095603023,-0.6756959307151813,0.02268841238359321,43,0.29284793095603023,0.6756959307151813
,10,1,-0.265471676339396,-0.6873713324328824,0.022842821501063867,44,0.265471676339396,0.6873713324328824
,5,2,-0.2069411572134797,-0.6999603524730443,0.025019040273238827,45,0.2069411572134797,0.6999603524730443
,2,2,-0.18305068407505437,-0.707788113729712,0.023753342224716274,46,0.18305068407505437,0.707788113729712
,5,1,-0.16022090397781108,-0.7143053531708453,0.022693468761482694,47,0.16022090397781108,0.7143053531708453
5,2,10,-0.694642612723738,-0.721779451687748,0.009684930636285468,48,0.694642612723738,0.721779451687748
5,5,10,-0.694642612723738,-0.721779451687748,0.009684930636285468,48,0.694642612723738,0.721779451687748
5,10,10,-0.694642612723738,-0.721779451687748,0.009684930636285468,48,0.694642612723738,0.721779451687748
5,5,1,-0.693752496692321,-0.7225664559459146,0.010350239630264404,51,0.693752496692321,0.7225664559459146
5,5,2,-0.6938375053650099,-0.7225665061938369,0.010350229707978147,52,0.6938375053650099,0.7225665061938369
5,2,2,-0.6937755958262424,-0.7225885183819147,0.010350579830713495,53,0.6937755958262424,0.7225885183819147
5,10,1,-0.6940981560747685,-0.7225955510532932,0.00991791989733251,54,0.6940981560747685,0.7225955510532932
5,10,2,-0.6941692402235817,-0.7225956013012155,0.009917909395128807,55,0.6941692402235817,0.7225956013012155
5,2,5,-0.6942553288625731,-0.7226437668529887,0.009922670709805294,56,0.6942553288625731,0.7226437668529887
5,5,5,-0.6942553288625731,-0.7226437668529887,0.009922670709805294,56,0.6942553288625731,0.7226437668529887
5,10,5,-0.6942553288625731,-0.7226437668529887,0.009922670709805294,56,0.6942553288625731,0.7226437668529887
5,2,1,-0.6936563905002335,-0.7227614362911459,0.010359854323167076,59,0.6936563905002335,0.7227614362911459
,2,1,-2.816449461166546e-16,-0.7333204888604067,0.023568082919562847,60,2.816449461166546e-16,0.7333204888604067
3,2,1,-0.7859593376137693,-0.7988819034193904,0.017072702096191807,61,0.7859593376137693,0.7988819034193904
3,5,1,-0.7859593376137693,-0.7988819034193904,0.017072702096191807,61,0.7859593376137693,0.7988819034193904
3,10,1,-0.7859593376137693,-0.7988819034193904,0.017072702096191807,61,0.7859593376137693,0.7988819034193904
3,2,2,-0.7859593376137693,-0.7988819034193904,0.017072702096191807,61,0.7859593376137693,0.7988819034193904
3,5,2,-0.7859593376137693,-0.7988819034193904,0.017072702096191807,61,0.7859593376137693,0.7988819034193904
3,10,2,-0.7859593376137693,-0.7988819034193904,0.017072702096191807,61,0.7859593376137693,0.7988819034193904
3,2,5,-0.7859593376137693,-0.7988819034193904,0.017072702096191807,61,0.7859593376137693,0.7988819034193904
3,5,5,-0.7859593376137693,-0.7988819034193904,0.017072702096191807,61,0.7859593376137693,0.7988819034193904
3,10,5,-0.7859593376137693,-0.7988819034193904,0.017072702096191807,61,0.7859593376137693,0.7988819034193904
3,2,10,-0.7859593376137693,-0.7988819034193904,0.017072702096191807,61,0.7859593376137693,0.7988819034193904
3,5,10,-0.7859593376137693,-0.7988819034193904,0.017072702096191807,61,0.7859593376137693,0.7988819034193904
3,10,10,-0.7859593376137693,-0.7988819034193904,0.017072702096191807,61,0.7859593376137693,0.7988819034193904
