Fold,Indice_original,y_real,y_pred,score
3,163,0,0,0.19167421000252688
3,164,0,0,0.24452128832316983
5,166,1,1,0.9075931526790922
1,167,0,0,0.22829534392159695
3,168,0,0,0.4860315376769532
2,169,0,0,0.2214313260761251
5,170,0,0,0.3420233339048011
4,171,0,0,0.12053860256906944
1,172,1,1,0.7954522619060242
2,173,0,0,0.15163908944575985
4,174,0,0,0.2632770715437988
5,175,0,0,0.1733493130643256
1,176,0,0,0.0575535351158987
5,177,0,1,0.7494667232735691
2,178,0,0,0.21704476915960008
4,179,0,0,0.0777341576374578
3,181,0,0,0.22545863023722765
1,182,0,0,0.13182199196314448
1,183,1,1,0.5686778120139652
2,184,1,1,0.6461190723404086
4,185,0,1,0.5784877207441579
3,187,1,0,0.332460452836249
3,188,0,0,0.21706445401760813
2,189,0,0,0.10865741267222791
3,190,1,1,0.5200639357175573
4,191,0,0,0.27692179037723974
2,192,1,0,0.33945407428157054
2,193,1,1,0.5503269046337183
1,194,1,1,0.7498834766663369
3,195,1,1,0.7594133447143275
2,197,0,0,0.12439037422655275
3,200,0,0,0.13415404037183068
1,201,0,0,0.014943746302706241
3,202,0,0,0.11168099576348593
5,203,0,0,0.11096762354329845
4,204,1,0,0.1353710653832073
1,205,0,1,0.8402184961697766
4,206,0,0,0.08244293535246672
5,207,1,0,0.1615228984090284
5,208,1,1,0.6925319441507496
3,209,1,0,0.3268558767760596
3,210,0,0,0.14818060324238852
4,212,0,0,0.11531190598692367
4,213,0,0,0.17310004247714292
5,214,0,0,0.22551975250571832
1,215,1,1,0.8813539550130777
1,217,0,0,0.1323492434502171
1,218,1,1,0.8552356854209656
1,219,0,0,0.1526459461464156
5,220,1,0,0.14058125730203908
1,221,0,0,0.17261144601258194
1,222,0,0,0.07278518229618522
2,223,0,0,0.12343916545582205
4,224,1,1,0.6826601769286651
5,225,0,0,0.11554317202232264
5,226,1,0,0.22103389391426506
5,227,0,0,0.11718830053323817
3,228,0,0,0.3386140021259415
4,229,0,0,0.1783495929419741
3,230,1,1,0.8707122789303577
4,231,0,0,0.09855904206218842
2,232,0,0,0.15225801703259578
4,233,1,0,0.20882604780390138
4,234,0,0,0.20733316469959506
2,235,0,0,0.31668250541436227
5,236,0,0,0.17685935788115453
5,237,1,1,0.8910815173035999
5,238,0,0,0.22103389391426506
5,240,0,0,0.411422610035377
1,242,0,0,0.15686143936948668
5,243,0,0,0.11190727478931083
1,246,0,0,0.49537811131605397
5,247,1,1,0.7843664967665063
2,248,1,1,0.5361144055301698
2,249,0,0,0.18949508586828112
4,250,0,0,0.09966187944468645
2,251,0,0,0.32508904644851405
1,253,0,0,0.08145537362977762
1,254,0,0,0.4013933256990468
3,255,1,0,0.4005284244677074
5,256,1,1,0.8854177239232234
1,257,1,1,0.9119262760871978
5,258,1,1,0.8685841455840354
2,259,1,0,0.48475661040373913
1,260,0,0,0.2267903884437756
2,261,1,0,0.11381808429865944
1,262,0,0,0.46949652580637363
4,263,0,0,0.3103913811041805
4,264,0,1,0.6399196783807028
5,265,0,0,0.13965610008617954
3,266,0,0,0.1462987235140603
1,267,1,0,0.0935269317630153
3,268,1,1,0.83613082611481
4,269,1,1,0.9509249371705041
2,270,0,1,0.533475603871907
1,272,1,1,0.6776123286892403
4,273,0,0,0.36564809203364845
1,274,1,1,0.651773399322462
2,276,0,0,0.26833668992959797
2,277,0,0,0.19507685074816344
1,278,0,0,0.14177383617051603
3,280,0,0,0.10334042357727856
1,281,0,0,0.11548400438143928
5,282,0,0,0.14326785406405954
5,283,1,0,0.12485377383749025
2,284,0,1,0.5130614734462597
5,285,0,0,0.12674682883947333
2,286,1,0,0.12160575781177597
3,287,0,0,0.15941843017052554
5,288,1,0,0.14238592158944127
4,289,1,1,0.679189167604262
1,290,1,1,0.9175511680253007
4,291,1,1,0.9348559348530585
5,292,0,0,0.15535709562113797
5,294,0,0,0.1077248817203922
3,298,1,1,0.5029984245794156
1,299,1,1,0.6930510451841797
1,301,1,0,0.13160269481730033
3,302,0,0,0.16483952901564108
2,303,1,1,0.6369886843734461
4,304,0,0,0.10037765347056586
3,305,1,1,0.9130516534453091
5,306,1,1,0.8952497097155486
3,307,1,1,0.8804644603815669
3,308,0,0,0.25405078135484027
3,309,1,1,0.7942276278829596
3,310,1,1,0.8525771043313914
3,311,1,1,0.9008562934265586
1,312,0,1,0.7731322512879926
1,313,0,0,0.1155125040616766
2,314,0,0,0.22021576770073858
5,315,1,0,0.39707170906234507
5,316,1,1,0.6912080380131265
3,317,0,0,0.12713111783512418
3,318,1,1,0.9190777160035659
3,319,1,1,0.8284810602898729
2,320,0,0,0.14575228548878957
4,321,0,0,0.10183515756000036
5,323,1,1,0.7555139311847711
1,325,1,1,0.8616932333463324
5,326,0,0,0.08804266743832825
4,327,1,1,0.6613034100236639
4,328,1,0,0.3758196835998458
3,329,1,1,0.8876044102922113
4,330,1,0,0.48873425559284567
2,331,0,0,0.39847916345006795
5,332,0,1,0.6967188061865872
1,334,1,1,0.9114970871233841
4,335,0,0,0.10023933363906794
4,337,1,1,0.9146604353659148
3,338,1,0,0.09282236571342654
3,339,0,0,0.3623407790047292
1,340,1,1,0.6639749344855828
2,342,0,0,0.22969116703631146
2,343,0,0,0.25325184421968
4,344,0,0,0.15077927995566545
4,345,1,1,0.7607118270420842
3,346,1,0,0.4526661353740406
5,347,1,0,0.3625795992236383
4,348,1,0,0.3537478857754508
1,350,0,0,0.1317786491186027
4,352,0,0,0.27040338348946963
1,355,0,0,0.11659209961357407
1,356,1,1,0.927847493036782
4,357,0,1,0.650331671713333
2,358,1,1,0.5000813534505724
2,359,1,1,0.5000813534505724
1,360,0,0,0.08606187379891946
1,361,0,0,0.20226683606408863
5,362,0,0,0.34256420947660576
5,363,0,0,0.09624494296512562
3,364,0,0,0.2593667434904206
2,365,0,0,0.11876881625015645
1,367,1,0,0.4526258471900566
3,368,1,1,0.5070880170277791
5,370,1,1,0.5003091808854278
5,371,0,0,0.11660449063942918
2,372,0,0,0.1614380315988796
1,373,0,1,0.5908320070984343
1,374,0,0,0.4990168777904125
5,376,1,0,0.4263524577440798
3,377,0,1,0.7677918321913128
3,378,0,0,0.20390789259351333
3,379,0,0,0.17613987746259233
1,380,1,1,0.8009932991825496
3,381,1,1,0.7166160581585234
3,382,0,0,0.11870173721450641
1,383,1,1,0.8944137037143751
2,384,0,0,0.12343916545582205
5,385,0,0,0.45114545416653706
5,388,0,0,0.23745435830534856
2,390,1,1,0.5952047285280186
2,391,1,0,0.15141638223113904
3,392,0,0,0.12438388576996293
2,393,1,1,0.8645564845074034
2,394,1,0,0.47666439553112416
3,395,0,0,0.15928314059385623
2,396,0,0,0.3032358070731576
5,398,0,0,0.18009868622784556
4,399,1,1,0.7255739375402879
2,400,1,0,0.10476968117134193
3,402,0,0,0.38985537087059324
1,403,0,0,0.0876131907134178
1,404,0,1,0.5609936622424616
1,405,0,0,0.13795965717221875
2,406,0,0,0.08897069007048417
3,407,1,1,0.6578451474509269
3,408,0,0,0.16480564204510773
3,409,0,0,0.26314425661594065
4,412,1,1,0.9345740621226292
3,413,0,0,0.18284849994752478
4,414,1,0,0.06817963591273517
3,415,0,0,0.33233675871750956
5,416,1,1,0.7086976616518729
1,418,0,0,0.15601322369571055
2,419,0,1,0.6007878120056716
2,420,0,0,0.15838614086788572
3,421,0,0,0.30858856188634554
4,423,0,0,0.3919781514924262
5,424,0,0,0.19450593414690026
1,425,0,0,0.11253454063691855
2,426,1,1,0.5846808661992771
5,429,1,0,0.09871797413926468
2,430,1,1,0.5201050487473223
5,432,1,1,0.6296842308886768
2,434,0,1,0.5281485428977568
1,436,0,1,0.5176937111976149
3,437,1,1,0.5573525301148269
3,438,0,1,0.6451109731577711
5,439,0,0,0.14402204121512957
1,440,1,1,0.6407013281146864
2,443,1,1,0.558708157523865
1,445,1,1,0.868340867845728
3,446,1,1,0.7899229050773392
5,448,1,1,0.5434380762584058
5,449,1,0,0.325861095182471
5,450,0,0,0.29820642989177054
3,451,0,0,0.1427474638974757
3,453,1,0,0.4693916988900688
3,454,0,0,0.1288408569219695
1,456,0,0,0.2508185699284055
5,457,1,1,0.9085739273494106
4,460,1,0,0.35186481533415626
5,461,0,0,0.09766476613906142
2,462,0,0,0.43039857587876024
4,464,0,0,0.10037765347056586
3,465,0,0,0.10404980410954802
4,466,0,0,0.1591424086163248
3,467,0,0,0.2655397873464655
5,468,0,0,0.23744455229355152
1,469,1,1,0.6976929346959938
1,470,0,0,0.11253454063691855
1,471,0,0,0.09501587305627344
5,474,0,0,0.434788396180875
3,475,0,1,0.5707704741323452
2,476,0,0,0.2195359042968125
1,477,0,0,0.08006721883779747
5,478,0,0,0.11250699433557523
2,479,1,1,0.6285892943460843
3,480,0,0,0.14669201303505228
5,481,0,0,0.12805859016297155
2,482,0,0,0.0906713841225346
4,483,1,0,0.3292447840069491
4,486,1,1,0.9461892300314039
1,487,0,0,0.23178907988669747
3,488,0,0,0.12540272581488696
2,490,0,0,0.12914957818746753
1,491,0,0,0.13880147064165302
2,493,0,0,0.3136047299629326
5,494,0,0,0.11677712152687723
4,496,1,1,0.8882791429736011
1,497,0,0,0.11746886974035772
5,498,0,1,0.9392813536015291
3,499,0,0,0.1492369630532732
2,500,0,0,0.17502295956145217
4,503,0,0,0.3963611467350396
4,505,0,1,0.7323813863728975
3,506,1,1,0.6259335845744997
2,507,1,1,0.5153474277146239
4,508,0,0,0.11449832818919072
4,509,1,0,0.18268210236076876
2,510,1,0,0.237684736484489
3,512,1,0,0.4073432849321664
3,513,1,1,0.6601801231841157
1,514,0,0,0.1274087998270206
2,516,1,0,0.4948856790285031
4,517,0,0,0.21596831973372957
3,518,1,1,0.5370149048922395
1,519,0,0,0.1053197046497772
4,520,1,1,0.9456311778216587
5,521,0,0,0.1131237021709053
2,522,0,0,0.1575207160852814
4,523,1,1,0.8083872934627592
5,524,0,0,0.1334286579573591
5,525,0,0,0.21194458945278166
4,526,1,1,0.6081859807741276
4,527,0,1,0.8251221158669342
5,528,0,0,0.09649234421158333
1,529,0,0,0.23028166153636845
2,531,0,0,0.15752612268582408
5,533,1,0,0.4672144219863727
4,534,0,0,0.427775165029889
4,535,1,1,0.9078262014625617
5,537,1,1,0.892206697534119
2,538,0,0,0.13293067595789196
1,539,1,1,0.8860625871755224
2,540,1,1,0.7799146636662372
4,542,0,0,0.1553281146643104
1,543,1,0,0.1526188081749382
2,544,0,1,0.6546877160813083
3,545,0,0,0.2291593959684488
3,546,1,1,0.7083609333390958
2,547,1,0,0.2466399587770553
3,548,0,0,0.15253678249407834
5,550,1,1,0.7250062444633404
2,551,0,0,0.27741265028724016
3,552,0,0,0.2497338155089946
4,554,1,1,0.5040876879330153
4,556,1,1,0.8322026045396345
4,557,0,1,0.766921216976694
2,558,1,1,0.8137620692481817
2,561,0,0,0.1034461153507705
5,562,0,0,0.1564092505962747
5,563,0,0,0.10058108658618518
2,567,0,0,0.404164009699458
2,568,0,0,0.15752612268582408
2,569,1,0,0.11492276888666517
5,572,1,0,0.34637951295094954
4,573,1,1,0.6399196783807028
3,574,0,0,0.1987730103851952
1,575,0,0,0.15541629465730278
2,577,1,1,0.8195104147498988
3,579,1,0,0.11870173721450641
5,581,1,1,0.8787553613467731
5,582,0,0,0.18340822440436408
4,583,0,0,0.4110801880261654
3,584,0,0,0.15531591862116015
2,585,1,1,0.8588005431502941
5,586,0,0,0.14671052952910665
1,588,0,0,0.13494292238234903
3,589,0,0,0.1288408569219695
5,590,0,0,0.09633336102061643
2,591,1,1,0.7930750649553008
3,592,0,0,0.0883032302393853
2,594,0,0,0.21932223458853387
3,595,0,0,0.14367450934501477
2,597,0,0,0.08405382817418976
2,598,0,0,0.1575207160852814
2,599,1,0,0.48935359691008223
1,600,1,1,0.6921993208473851
2,601,0,0,0.12343916545582205
2,602,0,1,0.5786014635217376
2,604,1,0,0.40762747438565555
4,605,0,0,0.07734962850021329
4,606,0,0,0.0971221370733268
3,608,1,1,0.6634802396430503
4,609,1,1,0.9504194278595945
5,610,0,0,0.31547979539625415
3,611,0,0,0.1276524264994647
3,612,1,1,0.5185580256225178
3,613,0,0,0.2496145702501801
4,615,1,1,0.7660731203915238
1,616,0,0,0.10259623441004939
1,617,0,0,0.3771264640414731
2,618,1,1,0.6706605783895229
1,619,0,0,0.17677132445819602
5,620,0,0,0.1422827575559604
1,621,1,0,0.42459273617230836
2,622,1,0,0.22692709998645255
3,623,0,0,0.1649145924101379
4,624,0,0,0.13071114106159715
4,626,0,0,0.156241999228592
1,627,1,1,0.9271854967895573
3,628,0,0,0.1401107815900791
1,629,0,0,0.22677373701015813
1,630,1,0,0.21232401026736905
2,631,0,0,0.08825763896613248
5,632,1,0,0.3281546345944098
2,633,0,0,0.40539199446499
4,635,1,1,0.7263709760145167
5,636,0,0,0.09855934158682306
1,638,0,0,0.2485955490493699
2,640,0,0,0.15614986544338014
1,641,1,1,0.8709922355996549
3,642,0,1,0.5483608913833261
1,643,1,0,0.15419193881631493
4,645,1,1,0.5425602549211878
1,646,0,0,0.1497262326380537
3,647,1,0,0.2370549523292575
1,648,0,0,0.11273562098435666
2,649,1,0,0.3577622254284392
5,650,0,0,0.10037998041572854
5,651,1,1,0.799379408786245
3,652,0,0,0.16571298015321562
5,653,1,1,0.6003019334211119
1,654,0,1,0.7445971250365362
5,655,0,0,0.29494941820475357
1,656,0,0,0.11296778865477872
1,657,0,1,0.5078077129759146
1,658,0,0,0.2070152704024068
3,660,1,1,0.5832519314623789
4,661,0,0,0.08703570658233734
4,662,0,0,0.3538782850736161
4,663,0,0,0.08393142054044041
5,664,1,0,0.11169331938897412
2,665,0,0,0.33325369933818977
3,666,0,0,0.240905370597688
3,667,0,0,0.12851037693854717
5,668,0,0,0.09665299032015262
5,669,1,1,0.9087084980185717
4,670,1,1,0.6738028349969444
4,672,0,0,0.10445306636903359
1,673,1,0,0.1523214847287185
3,674,0,0,0.18284849994752478
4,675,0,0,0.13500771686381252
3,677,1,0,0.44551970477963754
2,678,0,0,0.21583008554653027
1,680,0,1,0.6522648478363235
4,681,1,1,0.5997189770548352
2,682,0,0,0.15858081686964196
3,683,0,0,0.12195412970095804
5,684,0,0,0.2405181557024524
1,686,0,0,0.07227873620908622
2,687,0,0,0.16542547250770614
3,688,0,0,0.18264074587338308
5,689,1,1,0.9461080753614841
3,691,1,1,0.672578884089922
1,692,1,0,0.15419193881631493
1,693,0,0,0.1713921533860319
1,694,0,0,0.2653132048615215
4,695,0,0,0.12514748591976851
4,696,0,0,0.06826996879672115
3,697,1,1,0.5070622237445074
5,699,0,0,0.0960117928264808
3,700,1,1,0.8621494776234689
4,702,0,1,0.6428615533322951
5,704,0,0,0.09517141468622115
4,705,0,0,0.16482876377344047
4,706,1,1,0.6278130075534962
5,707,1,0,0.3244517070098871
2,708,1,1,0.9070032666028245
2,709,1,0,0.18143660157771677
3,710,1,1,0.81473781543691
2,711,0,1,0.5153474277146239
5,713,0,0,0.10247359193789264
1,715,0,0,0.1495240052820928
1,716,1,1,0.8031408730449686
3,717,1,1,0.572457131142746
4,718,0,0,0.19983374061935968
3,719,0,0,0.11551746685356007
1,720,1,1,0.9060948857495181
1,721,0,0,0.12894065026331275
4,722,0,0,0.1580929731824493
1,723,0,0,0.12310640028800192
4,724,1,1,0.6168651067662675
2,725,0,0,0.157579594340781
5,727,1,1,0.6001302771279545
2,729,0,0,0.30351384611406906
3,732,0,0,0.18284849994752478
4,733,0,0,0.2236304998264185
5,734,0,0,0.18580306791725687
4,735,0,0,0.107054545903605
5,736,0,0,0.3316820700047549
2,737,1,1,0.7550991803035663
1,738,0,0,0.11296778865477872
4,739,0,0,0.10023933363906794
5,740,1,0,0.397131074351897
4,741,0,1,0.6554869032639651
1,742,1,1,0.8298224770066801
3,744,1,0,0.12190000090625527
3,746,0,0,0.27698659322576985
5,747,1,1,0.6353057377468593
2,748,0,1,0.6825097762307523
4,750,1,1,0.8818178402215313
4,751,1,0,0.40650590755591715
5,753,0,0,0.11017878119854362
2,754,1,0,0.4995616964879062
2,755,1,1,0.555555921199431
3,757,0,0,0.3343064890191092
5,760,0,0,0.10952202843771207
4,761,0,0,0.07305630101666719
1,762,1,0,0.2119878377068019
4,763,1,1,0.9021228732306062
4,765,1,1,0.9297169209081996
3,766,0,0,0.4716922624627859
3,767,0,0,0.49853084553076504
5,768,0,0,0.26549363389847064
1,769,0,0,0.10565387753432577
4,770,0,0,0.11093227351600476
4,771,0,0,0.06191472314887684
4,772,0,1,0.588263070646961
3,774,1,0,0.32737985792158897
1,777,1,1,0.7305638456449726
4,778,0,0,0.18909386712224216
1,779,1,1,0.8192447746668406
3,780,1,1,0.5044006987607724
4,781,1,1,0.9516327139611093
1,782,0,0,0.417081023226984
4,783,0,0,0.14365898653888068
3,784,0,0,0.14351298061195097
5,785,0,0,0.10516454315567471
1,786,1,1,0.5842469286227048
4,787,0,0,0.10216770630587847
3,788,1,1,0.5092549134378402
3,789,0,0,0.4293651877042166
2,791,0,0,0.40641986768400645
3,792,0,0,0.08019397335350643
3,793,0,0,0.44046339588897643
3,794,0,0,0.14460862490067738
2,795,0,0,0.1805731646180694
4,796,1,1,0.8483723433384738
3,797,1,0,0.3195668772371166
3,798,0,0,0.1496133556921349
1,800,0,0,0.14405523913663187
2,801,1,1,0.5541682760440335
3,803,1,0,0.48304280275833505
1,805,0,0,0.10789087296320307
5,806,0,0,0.2415812803656928
3,807,0,0,0.43960930204536436
4,808,0,0,0.14179495405956646
5,809,1,1,0.9041511245928389
5,811,0,0,0.1195322983399422
2,812,0,0,0.1889737320111312
2,813,0,0,0.22926547085727328
1,815,0,0,0.34010625924318527
3,816,0,0,0.38675220020163725
2,818,0,0,0.0982198137319192
5,819,0,0,0.15395198950772696
4,820,1,1,0.90591461641155
4,821,1,0,0.1025343001123509
3,822,0,0,0.29914489683398215
4,825,0,0,0.18805793452093214
5,827,1,1,0.769220121860378
4,828,1,0,0.18911048166649108
1,829,1,1,0.8315499605229444
3,830,1,0,0.4722295612968542
5,831,1,1,0.6088730592614411
5,832,0,0,0.1334286579573591
5,833,0,0,0.11011696422229426
3,834,0,0,0.18354561007192557
5,835,1,1,0.8740170428491671
4,836,0,0,0.12096472596765118
4,837,0,0,0.10037765347056586
3,838,1,0,0.1858214268382727
5,839,1,0,0.35117799522815735
4,840,0,0,0.12453015440285442
1,842,1,1,0.8134144715959037
5,843,0,0,0.12213155726361269
5,844,0,0,0.13548652841153008
4,845,0,0,0.07142881940469305
5,846,0,0,0.012224281260734552
5,847,0,0,0.12348956913360801
3,848,0,0,0.40175540112999264
2,849,1,1,0.8510258630328947
5,850,0,0,0.11471488680985618
5,851,0,0,0.09593738363912895
2,852,0,1,0.5289042864175383
4,854,0,1,0.6659705983002149
3,855,1,1,0.5155390176261371
2,856,1,1,0.8387523655108359
2,857,1,0,0.36575839942909805
2,858,1,0,0.4491576950155673
2,859,0,0,0.15752612268582408
2,861,0,0,0.2893399344592189
4,862,1,1,0.852116121905469
1,863,0,0,0.0695106361419666
5,865,1,1,0.5895155361665485
1,866,1,1,0.6071447196484393
4,867,0,1,0.5588212198653523
2,870,0,0,0.13094879114730149
2,871,1,1,0.7379752059944132
4,872,0,0,0.3765621959449295
2,873,0,0,0.09600528738506194
1,874,1,1,0.6148180399401516
5,875,1,1,0.5241437001399981
4,876,0,0,0.12691151014004387
5,877,0,0,0.1245654135887829
1,881,0,0,0.10303767342559815
1,882,0,1,0.539440142800272
1,884,0,0,0.12381986195969746
3,885,0,0,0.25228009461509987
5,887,1,1,0.8978562770678719
1,888,0,1,0.5110886590871089
2,889,1,1,0.5076759996133421
3,890,0,0,0.23478678644865442
